ギルドリーヴ 	 Levemete
ウルダハ商館前 	 The Ruby Bazaar
赤誠組屯所南 	 Sekiseigumi Barracks
楽座街 	 Rakuza District
紅玉海方面 	 The Ruby Price
エーテライト・プラザ 	 Rhalgr's Reach Aetheryte Plaza
ラールガーズリーチ西 	 Western Rhalgr's Reach
ラールガーズリーチ北東 	 Northeastern Rhalgr's Reach
ギラバニア辺境地帯方面 	 Fringes Gate
ギラバニア山岳地帯方面 	 Peaks Gate
ミゼリー号 	 The Misery
亡霊の岩場 	 Spae Rock
ジェイン号 	 The Jane Guy
看守長の遊技場 	 Warden's Delight
棄てられた監獄島 	 The Isle of the Dead
クラウツ大灯台 	 Glowering Krautz
二の丸御殿庭園 	 Ni-no-Maru Manor Gardens
渓泉園 	 Keisen Garden
本丸御殿 	 Hon-maru Manor
岩礁地帯 	 The Teeth
難破船群 	 The Whipjacks
天守武道館 	 Budokan Training Grounds
本丸天守 	 Hon-maru Tenshu
天守能楽堂 	 Noh Theater
二の丸 	 Ni-no-Maru
本丸 	 Hon-maru
戦士バルダムの狩場 	 Bardam's Hunt
勇士バルダムの再誕地 	 The Rebirth of Bardam the Brave
物言わぬ語り部 	 The Voiceless Muse
若きバルダムの躍動 	 The Rise of Bardam the Brash
驕りしバルダムの受難 	 The Fall of Bardam the Boastful
勇壮なるバルダムの栄光 	 The Glory of Bardam the Bold
明けの試練 	 The Dawn Trial
暮れの試練 	 The Dusk Trial
勇士バルダムの偉業 	 The Triumph of Bardam the Brave
第III兵器庫 	 The Third Armory
練兵場 	 Training Grounds
赤燕の間 	 Hall of the Scarlet Swallow
二の曲輪 	 Ni-no-Kuruwa
一の曲輪 	 Ichi-no-Kuruwa
ドマ城天守 	 Tenshu
四柱大広間 	 Hall of the Four Pillars
ウズネアカナル入口 	 Canal Entrance
第一区画 	 The First Sluice
第二区画 	 The Second Sluice
第三区画 	 The Third Sluice
第四区画 	 The Fourth Sluice
第五区画 	 The Fifth Sluice
第六区画 	 The Sixth Sluice
最終区画 	 The Seventh Sluice
高地ドラヴァニア 	 The Dravanian Forelands
低地ドラヴァニア 	 The Dravanian Hinterlands
ドラヴァニア雲海 	 The Churning Mists
チョコボの森 	 Chocobo Forest
スモーキングウェイスト 	 The Smoldering Wastes
グナースの塚 	 Loth ast Gnath
アヴァロニア・フォールン 	 Avalonia Fallen
ソーム・アル山麓 	 Sohm Al Foothills
モーン大岩窟 	 Mourn
シャーレアン工匠街 	 The Makers' Quarter
シャーレアン選者街 	 The Collectors' Quarter
シャーレアン哲人街 	 The Ruling Quarter
ソーム・アル山頂 	 Sohm Al Summit
エイル・トーム 	 Eil Tohm
ランドロード遺構 	 Landlord Colony
フォーアームズ 	 Four Arms
オール・ターン 	 Ohl Tahn
グリーンスウォード島 	 Greensward
テイルフェザー 	 Tailfeather
悲嘆の飛泉 	 The Hundred Throes
ウィロームリバー 	 Whilom River
ヴァスの塚 	 Loth ast Vath
邪竜の彫像 	 The Stained One
兵站穴 	 Thriphive
武神穴 	 Gynehive
不浄の三塔 	 Anyx Trine
ダンナー街道 	 The Danneroad 
エース・ダイ 	 Ehs Daih
餌食の台地 	 The Iron Feast
光輪の祭壇 	 Halo
ソーム・アル 	 Sohm Al
大工房アーキテクトン 	 The Arkhitekton
創造の道 	 The Paths of Creation
聖モシャーヌ植物園 	 Saint Mocianne's Arboretum
クイックスピル・デルタ 	 Quickspill Delta
マトーヤの洞窟 	 Matoya's Cave
碩学の道 	 Path of Knowing
グブラ幻想図書館 	 The Great Gubal Library
サリャク河 	 Thaliak River
知神の水瓶 	 The Tipped Ewer
機工城アレキサンダー 	 Alexander
モグモグホーム 	 Moghome
手紙の家 	 The House of Letters
モンステリエ 	 Monsterie
アサー天空廊 	 Asah
白亜の宮殿 	 Zenith
飛竜泊 	 The Rookery
サルウーム・カシュ 	 Tharl Oom Khash
イーストン・アイ 	 Easton Eyes
ドラゴンズエアリー 	 The Aery
聖女シヴァ像 	 Mother of the Sheave
シャーレアン学士街 	 The Answering Quarter
つつやき小道 	 The Hissing Cobbles
バックブリッジ 	 Buckbridge
メアズオウス遺跡 	 Mare's Oath
不浄の集落 	 Anyx Minor
アネス・ソー 	 Anyx Old
ダガー石柱群 	 The Daggers
セノタフ大石碑 	 Cenotaph
ショートストップ野営地 	 Bigwest Shortstop
オーン原生林 	 The Orn Wild
黙想の道 	 The Paths of Contemplation
アスロン跡 	 The Asulon
確信の道 	 The Path of Conviction
グブラ山 	 Mt. Gubal
ぼっちの木 	 The Lonely
グロン・レイ 	 Gron Rhei
いちばんの木 	 The Old Father
サウストン・ウォール 	 Sothton Walls
ウェストン・ウォーター 	 Weston Waters
ランドロード像 	 The Lost Landlord
武神の闘技場 	 Thok ast Thok
イディルシャイア 	 Idyllshire
供物穴 	 Sacrificial Chamber
表紙橋 	 Frontbridge
裏表紙橋 	 Backbridge
セノタフ大石碑 	 The Cenotaph
エーテライト・プラザ 	 Idyllshire Aetheryte Plaza
逆さの塔 	 The Antitower
ストーンスカイシー 	 Stone, Sky, Sea
ソール・カイ 	 Sohr Khai
グブラ幻想図書館 (Hard) 	 The Great Gubal Library (Hard)
スティックキクス工房 	 Stickqix's Bangpots
ロウェナ総合文化会館 	 Rowena's Center for Cultural Promotion
自由市場 	 Freewalks Roundspot
バール・レス広場 	 Bahrr Lehs
崖っぷち亭 	 The Hard Place
スネイル広場 	 The Snail
グリーングラブ菜園 	 Greengrub Mudplots
アストラガロス 	 Astragalos
アバラシア雲海 	 The Sea of Clouds
アジス・ラー 	 Azys Lla
クラウドトップ 	 Cloudtop
ヴール・シアンシラン 	 Voor Sian Siran
ブンド・オク・ベンド 	 Vundu Ok' Bendu
ブルーウィンドウ 	 The Blue Window
ガントレット諸島 	 The Gauntlet
オク・ブンド・ヴァナ 	 Ok' Vundu Vana
オク・ブンド・モック 	 Ok' Vundu Mok
アルファ管区 	 Alpha Quadrant
ベータ管区 	 Beta Quadrant
ガンマ管区 	 Gamma Quadrant
デルタ管区 	 Delta Quadrant
ハビスフィア 	 The Habisphere
アジス・ラー旗艦島 	 The Flagship
プロテクトゥール号 	 The Protector
キャンプ・クラウドトップ 	 Camp Cloudtop
ローズハウス 	 The Rosehouse
オク・グンド 	 Ok' Gundu
渡り鳥の営巣地 	 The Nidifice
雲溜まり 	 The Eddies
雄弁なるベンドの屋敷 	 Hearth of the Mighty Bendu
白鯨の冠 	 The Whale's Crown
オク・ズンド 	 Ok' Zundu
オク・ブンド 	 Ok' Vundu
舞い降りた羽根の屋敷 	 Hall of the Fallen Plume
クロムレック 	 The Cromlech
ヘネガの坩堝 	 Hengr's Crucible
コールドウィンド島 	 Coldwind
モック・ウーグル島 	 Mok Oogl Island
ネバーリープ 	 Neverreap
ポート・ヘリックス 	 Helix
アルファ交信塔 	 Alpha Comm Beacon
エーテル供給アレイ 	 Aetheroconductor Array
第II転送リング 	 Matter Conduit II-III
第III転送リング 	 Matter Conduit III-II
生体培養局 	 Biomass Incubation Complex
突然変異誘発房 	 Mutagenesis
第IV転送リング 	 Matter Conduit IV-V
第V転送リング 	 Matter Conduit V-IV
飛空戦艦グラティオン 	 The Gration
飛空戦艦揚陸地点 	 Dreadnaught Landing
カストルム・ソルス 	 Castrum Solus
第VI転送リング 	 Matter Conduit VI-VII
第VII転送リング 	 Matter Conduit VII-VI
対偶の磔刑台 	 Antithesis
エシュ・トーム 	 Esh Thom
魔科学研究所 	 Aetherochemical Research Facility
フラクタル・コンティニアム 	 The Fractal Continuum
ニューロリンク・ナセル 	 Neurolink Nacelle
シンギュラリティ・リアクター 	 Singularity Reactor
群青空域 	 The Limitless Blue
ラストステップ 	 Last Step
ウィセントヘッド 	 Wisent Herd
霧散の滝 	 Disappearing Falls
モローモート 	 Morrowmotes
シャッタードバック 	 The Shattered Back
プロヴェナンス島 	 Provenance
クリスタル増殖炉 	 Centrifugal Crystal Engine
総合冷却局 	 Cooling Station
キメラ生成ラボ 	 Recombination Labs
ハビスフィア管理局 	 Habisphere Control
古代のカテドラル 	 The Cathedral
デルタ送水局 	 The Aqueduct
パプスの大樹 	 The Pappus Tree
三闘神の像 	 The Warring Triad
隔離実験島 	 Quarantine Block
機動補給艦 	 Mobile Supply Cache
超星間交信塔 	 Hyperstellar Downconverter
シンギュラリティ・リアクター 	 Singularity Reactor
魔大陸中枢 	 Central Azys Lla
残骸島 	 Last Remnant
魔航船ヴォイドアーク 	 Void Ark
船尾楼甲板 	 Sterncastle Deck
後甲板 	 Quarter Deck
左舷換気区画 	 Port Ventilation
優良種保管庫 	 Orlop Deck
船内魔道通路 	 Conveyance Unit
動力区画 	 Engine Deck
主妖異動力炉 	 Main Void Engine
雲海獣の棲処 	 The Beast
左舷後部換気房 	 Forward Port Ventilator
左舷前部換気房 	 Aft Port Ventilator
改良種栽培室 	 Modification Cell
中央魔道通路 	 Central Conveyance Unit
動力操魔場 	 Conversion Chamber
女王の臥所 	 The Queen's Bedchamber
上甲板 	 Upper Deck
船倉 	 The Hold
船首楼 	 Fo'c'sle
第二甲板 	 Midship Deck
クルザス西部高地 	 Coerthas Western Highlands
リバーズミート 	 Riversmeet
ツインプールズ 	 Twinpools
レッドリム 	 Red Rim
ファルコンネスト 	 Falcon's Nest
クルザス川 	 Coerthas River
スウィフトラン川 	 Swiftrun River
ゴルガニュ牧場 	 Gorgagne Mills
ヘムロック 	 Hemlock
キャンプ・リバーズミート 	 Camp Riversmeet
ベーンプール 	 Banepool
アッシュプール 	 Ashpool
臥竜島 	 The Dreaming Dragon
イエティの棲処 	 The Bed of Bones
ダスクヴィジル 	 Dusk Vigil
ハルドラス像 	 The Pike
金床の塔 	 The Anvil
グレイテール滝 	 Greytail Falls
異端者の坑道 	 The Warrens
スレート連峰 	 Slate Mountains
聖フィネア連隊の露営地 	 The Convictory
ブラックアイアン・ブリッジ 	 Black Iron Bridge
ナインスヴェアー 	 The Ninth Vare
ゴルガニュ牧草地 	 Gorgagne Holding
ノーススター号 	 The North Star
オーカム波止場 	 Oakum Landing
ドラゴンスピット 	 Dragonspit
ザ・ウォッチャー 	 The Watcher
槍峡門 	 Lancegate
遠鳴り岩 	 Summoning Stone
船尾回廊 	 Sterncastle
ナッキ島 	 Ok' Gundu Nakki
北西空域 	 Northwestern Pavilion
北東空域 	 Northeastern Pavilion
南西空域 	 Southwestern Pavilion
南東空域 	 Southeastern Pavilion
天の王冠 	 Crown Jewel
第六着陸地点 	 Landing Site 06
第七着陸地点 	 Landing Site 07
第八着陸地点 	 Landing Site 08
第九着陸地点 	 Landing Site 09
第一着陸地点 	 Landing Site 01
第二着陸地点 	 Landing Site 02
第三着陸地点 	 Landing Site 03
第四着陸地点 	 Landing Site 04
第五着陸地点 	 Landing Site 05
バウンティ号の漂着地 	 The Bounty
コンテイメントベイS1T7 	 Containment Bay S1T7
ディアデム諸島の湧水地 	 Diadem Skysprings
ディアデム諸島の洞穴 	 Diadem Grotto
ディアデム諸島の南西池 	 Southern Diadem Lake
ディアデム諸島の穴場 	 Secluded Diadem Pond
ディアデム諸島の北西池 	 Northern Diadem Lake
風吹き抜ける雲海 	 Blustery Cloudtop
風穏やかな雲海 	 Calm Cloudtop
風渦巻く雲海 	 Swirling Cloudtop
コンテイメントベイP1T6 	 Containment Bay P1T6
コンテイメントベイZ1T9 	 Containment Bay Z1T9
漂流遺跡 	 The Missing Gem
エーテルホール 	 Aetherial Gap
漂流遺跡の魔導通路 	 Mhachi Portal
シロガネ：プライベートルーム 	 Private Chambers - Shirogane
シロガネ：地下工房 	 Company Workshop - Shirogane
紅梅御殿：ロビー 	 Kobai Goten Apartment Lobby
紅梅御殿：部屋 	 Kobai Goten Apartment
ランディングポイント 	 Landing Point
ポイントII 	 Point II
ポイントIII 	 Point III
仮設拠点 	 Temporary Camp
被検世界「デルタ」 	 Deltascape
次元城 	 Dimension Castle
次元城：地下牢獄 	 The Dungeons
次元城：王の間 	 The Audience Chamber
次元城：屋上 	 The Parapet
マーケット（サファイアアベニュー国際市場） 	 Sapphire Avenue Exchange
次元の狭間 	 The Interdimensional Rift
アンズヘルム大通り 	 Anshelm March
アラミゴ貴族街 	 Noble District
アラミゴ王宮中庭 	 Palace Gardens
アラミゴ王宮深部 	 Palace Shadows
壊神門前 	 Rhalgr's Gate
アシナ仮設実験場 	 The Chamber of Knowledge
鷲獅子の間 	 The Hall of the Griffin
アラミゴ 	 Ala Mhigo
アラミゴ市街地 	 Mercantile District
アラミゴ王宮 	 Royal Palace
宝物殿 	 The Blessed Treasury
超越技術研究所 	 The Resonatorium
セイレーン海 	 The Sirensong Sea
クガネ城 	 Kugane Castle
美神の地下神殿 	 Emanation
イシュガルド：下層 	 Foundation
イシュガルド：上層 	 The Pillars
聖徒門 	 The Arc of the Worthy
エーテライト・プラザ 	 Ishgard Aetheryte Plaza
聖バルロアイアン広場 	 Saint Valeroyant's Forum
聖レネット広場 	 Saint Reinette's Forum
聖バルロアイアン通り 	 Saint Valeroyant's Way
清貧の凱旋門 	 The Arc of the Humble
ハルオーネの慈悲 	 The Fury's Mercy
雲霧街 	 The Brume
旅籠「九つの雲」 	 Cloud Nine
忘れられた騎士亭 	 The Forgotten Knight
神殿騎士団本部 	 Congregation of Our Knights Most Heavenly
ライトフェザー闘技場 	 The Lightfeather Proving Grounds
スカイスチール機工房 	 Skysteel Manufactory
チョコボ留 	 Chocobokeep
聖大厩舎 	 The Holy Stables
宝杖通り 	 The Jeweled Crozier
デュランデル伯爵邸 	 Durendaire Manor
アインハルト伯爵邸 	 Haillenarte Manor
フォルタン伯爵邸 	 Fortemps Manor
ゼーメル伯爵邸 	 Dzemael Manor
聖ガンリオル占星院 	 Athenaeum Astrologicum
イシュガルド・ランディング 	 Airship Landing
ボーレル子爵邸 	 Borel Manor
神聖裁判所 	 The Supreme Sacred Tribunal of Halonic Inquisitory Doctrine
グランド・ホプロン 	 The Hoplon
イシュガルド教皇庁 	 The Vault
聖レマノー大聖堂 	 Saint Reymanaud's Cathedral
建国十二騎士像 	 The Architects
ラストヴィジル 	 The Last Vigil
尊者の凱旋門 	 The Arc of the Venerable
エディン小広場 	 Edyn
ウェスト・コロネード 	 West Colonnade
イースト・コロネード 	 East Colonnade
神殿騎士団総長室 	 Seat of the Lord Commander
決闘裁判場 	 Ruling Chamber
聖アンダリム神学院 	 Saint Endalim's Scholasticate
ライトフェザー闘技場 	 The Lightfeather Proving Grounds
ジャナン・カット地下祭壇 	 The First Altar of Djanan Qhat
ウズネアカナル 	 The Lost Canals of Uznair
シロガネ 	 Shirogane
[拡張街]シロガネ 	 Shirogane Subdivision
凶鳥の左翼 	 The Left Wing of Avis
凶鳥の右翼 	 The Right Wing of Avis
凶鳥の背 	 Avis's Back
ファルコンベース 	 Falcon Base
サウス・ファルコンタワー 	 South Falcon Tower
ノース・ファルコンタワー 	 North Falcon Tower
レイヴンベース 	 Raven Base
ノース・レイヴンタワー 	 North Raven Tower
サウス・レイヴンタワー 	 South Raven Tower
ジェネレーターベース 	 The Generator
クガネ・ランディング 	 Airship Landing
白帝の竹林 	 The Jade Stoa
ポイントIV 	 Point IV
ヴァレンティオンセレモニー 	 Valentione's Ceremony
被検世界「デルタ」V1.0 	 Deltascape V1.0
被検世界「デルタ」V2.0 	 Deltascape V2.0
被検世界「デルタ」V3.0 	 Deltascape V3.0
被検世界「デルタ」V4.0 	 Deltascape V4.0
ロッホ・セル鍾乳洞 	 Lookback Cave
ケルピーの縄張り 	 The Green Screams
聖堂区画 	 Salvation
封印された門扉 	 A Door Unopened
幽閉区画 	 Condemnation
テオドリックの黄金堂 	 The Golden Walls of Ruin
スカラ 	 The Drowned City of Skalla
浅層 	 The Shallows
深層 	 The Depths
劇場艇プリマビスタ・大道具部屋 	 The Prima Vista Tiring Room
劇場艇プリマビスタ・ブリッジ 	 The Prima Vista Bridge
失われた都 ラバナスタ 	 The Royal City of Rabanastre
ラバナスタ廃墟 	 Charred Ruins
ガラムサイズ水路 	 Garamsythe Waterway
王都ルザリア 	 The Royal City of Lesalia
ダルマスカ砂漠 	 Dalmasca Estersand
崩れかけた橋 	 Crumbling Bridge
ムスルバザー 	 Muthru Bazaar
市街地北部 	 North End
王宮前広場 	 Palace Square
ルザリア円庭跡 	 Lesalia Garden Ruins
ルザリア神殿跡 	 Lesalia Temple Ruins
クリスタルタワー演習場 	 Crystal Tower Training Grounds
ファングケージ 	 Fang Cage
クロウケージ 	 Claw Cage
獄之蓋火口 	 Lid Crater
獄之蓋溶岩湖 	 Lava Pool
鬼之門 	 Demonsgate
獄之蓋溶岩洞 	 Lava Tube
獄之釜 	 The Furnace
醴泉神社参道 	 Reisen Temple Road
醴泉神社境内 	 Reisen Temple
亀甲舞台 	 The Polished Shell
フラクタル・コンティニアム (Hard) 	 The Fractal Continuum (Hard)
兵器実演デッキ 	 Arsenal
管理補修デッキ 	 Maintenance Deck
第VIII展示区 	 Exhibit Level VIII
起動試験室 	 Genesis Engine
艦尾構造群 	 Rear Complex
ギラバニア 	 Gyr Abania
オサード 	 Othard
ひんがしの国 	 Hingashi
ラールガーズリーチ 	 Rhalgr's Reach
