イディルシャイアのイロアズは、冒険者に興味があるようだ。			イディルシャイアのイロアズは、冒険者に興味があるようだ。			イシュガルドのモブハント（上級）							
シュコォ……シュコォ……わたしは　ここで　新しい仲間の案内中！あなたも　ここで　わたしの案内　聞いていく？			シュコォ……シュコォ……わたしは　ここで　新しい仲間の案内中！あなたも　ここで　わたしの案内　聞いていく？			ひとりの不信							
……ここで何をしているのかって？ゴブリンさんに、都市周辺を案内してもらっていたニャ。			……ここで何をしているのかって？ゴブリンさんに、都市周辺を案内してもらっていたニャ。			ひとりの不信							
このあたりは、面白そうなものがいっぱいニャ。案内してくれて、ゴブリンさんに感謝ニャ！			このあたりは、面白そうなものがいっぱいニャ。案内してくれて、ゴブリンさんに感謝ニャ！			ひとりの不信							
このあたりは、面白そうなものがいっぱいニャ。案内してくれて、ゴブリンさんに感謝ニャ！			このあたりは、面白そうなものがいっぱいニャ。案内してくれて、ゴブリンさんに感謝ニャ！			ひとりの不信							
……我々が、何をしていたか気になるのか？ゴブリン族から、危険な場所について説明を受けていたのだ。			……我々が、何をしていたか気になるのか？ゴブリン族から、危険な場所について説明を受けていたのだ。			ひとりの不信							
我々は冒険者ゆえ、危険を知ればいくらでも対処できる。わかりやすく丁寧な説明に、感謝せねばなるまい。			我々は冒険者ゆえ、危険を知ればいくらでも対処できる。わかりやすく丁寧な説明に、感謝せねばなるまい。			ひとりの不信							
我々は冒険者ゆえ、危険を知れば、いくらでも対処できる。わかりやすく丁寧な説明に、感謝せねばなるまい。			我々は冒険者ゆえ、危険を知れば、いくらでも対処できる。わかりやすく丁寧な説明に、感謝せねばなるまい。			ひとりの不信							
どうやら、あなたも気になるようですね。彼らゴブリン族から、何を教わっていたのか……。			どうやら、あなたも気になるようですね。彼らゴブリン族から、何を教わっていたのか……。			ひとりの不信							
住人のみ知る稼ぎ場所を、教わっていたのですよ。この恩は、すぐに返さないといけませんな。			住人のみ知る稼ぎ場所を、教わっていたのですよ。この恩は、すぐに返さないといけませんな。			ひとりの不信							
住人のみ知る稼ぎ場所を、教わっていたのですよ。この恩は、すぐに返さないといけませんな。			住人のみ知る稼ぎ場所を、教わっていたのですよ。この恩は、すぐに返さないといけませんな。			ひとりの不信							
シュコォ……シュコォ……せんのう？　なにそれ　おいしいの？わたしは　ここで　新しい仲間の案内中！			シュコォ……シュコォ……せんのう？　なにそれ　おいしいの？わたしは　ここで　新しい仲間の案内中！			ひとりの不信							
危ないとこ　美味しいとこ　みんな　ぜんぶ　教えてる！イディルシャイアで生活するなら　知識の共有　大重要！			危ないとこ　美味しいとこ　みんな　ぜんぶ　教えてる！イディルシャイアで生活するなら　知識の共有　大重要！			ひとりの不信							
危ないとこ　美味しいとこ　みんな　ぜんぶ　教えてる！イディルシャイアで生活するなら　知識の共有　大重要！			危ないとこ　美味しいとこ　みんな　ぜんぶ　教えてる！イディルシャイアで生活するなら　知識の共有　大重要！			ひとりの不信							
お帰りなさいっす、冒険者さん！みんなは助けられたっすか！？			お帰りなさいっす、冒険者さん！みんなは助けられたっすか！？			ひとりの不信							
……え、ゴブリン族は案内をしていただけ？そんな、親切なゴブリン族なんて……逆に怪しい！ウルダハでは、親切な人はみんな糞野郎っす！			……え、ゴブリン族は案内をしていただけ？そんな、親切なゴブリン族なんて……逆に怪しい！ウルダハでは、親切な人はみんな糞野郎っす！			ひとりの不信							
きっと、案内のふりをして、洗脳の機会を待っていたっす！冒険者さんが行ったから、洗脳を中止しただけっす！…………にしても、腹が減ったっす。			きっと、案内のふりをして、洗脳の機会を待っていたっす！冒険者さんが行ったから、洗脳を中止しただけっす！…………にしても、腹が減ったっす。			ひとりの不信							
イディルシャイアのノッチド・ボーンは、怪しいゴブリン族を追うつもりだ。			イディルシャイアのノッチド・ボーンは、怪しいゴブリン族を追うつもりだ。			ヒトと、ゴブリンと							
ノッチド・ボーンから、怪しいゴブリン族の追跡に協力するよう頼まれた。低地ドラヴァニアのシャーレアン学士街にいる「ノッチド・ボーン」と話そう。			ノッチド・ボーンから、怪しいゴブリン族の追跡に協力するよう頼まれた。低地ドラヴァニアのシャーレアン学士街にいる「ノッチド・ボーン」と話そう。			ヒトと、ゴブリンと							
