イディルシャイアのイロアズは、冒険者に興味があるようだ。			イディルシャイアのイロアズは、冒険者に興味があるようだ。			イシュガルドのモブハント（上級）							
フン、調子に乗るんじゃないよ。ルイゾワの孫だけあって、多少は筋がいいようだけど……一人前になりたきゃ、ワシの下で10年は修行するんだね。			フン、調子に乗るんじゃないよ。ルイゾワの孫だけあって、多少は筋がいいようだけど……一人前になりたきゃ、ワシの下で10年は修行するんだね。			禁書庫に眠る論文							
ふふふ、弱冠11才で、シャーレアン魔法大学に入学を許された俊英も、マトーヤの前では形無しね。			ふふふ、弱冠11才で、シャーレアン魔法大学に入学を許された俊英も、マトーヤの前では形無しね。			禁書庫に眠る論文							
やれやれ、まいったな……。さ、さあ、早く論文を確認しましょう。			やれやれ、まいったな……。さ、さあ、早く論文を確認しましょう。			禁書庫に眠る論文							
グブラ幻想図書館の探索は大変だったけれど、同行できて本当に良かったわ。			グブラ幻想図書館の探索は大変だったけれど、同行できて本当に良かったわ。			禁書庫に眠る論文							
マトーヤだったら気分次第で、洞窟に残って、私たちが壊した使い魔作りを、手伝えだとか言いかねないもの……。			マトーヤだったら気分次第で、洞窟に残って、私たちが壊した使い魔作りを、手伝えだとか言いかねないもの……。			禁書庫に眠る論文							
マトーヤ様の使い魔を、直に見ることができたのは収穫だった。魔法生物に関する知識が、一段と深まったよ。			マトーヤ様の使い魔を、直に見ることができたのは収穫だった。魔法生物に関する知識が、一段と深まったよ。			禁書庫に眠る論文							
マトーヤの洞窟の一本気なホウキは、サッサカ掃除をしているようだ。			マトーヤの洞窟の一本気なホウキは、サッサカ掃除をしているようだ。			一番目の願望							
知識を望んだ冒険者は、交換条件として、一本気なホウキの望みを叶えることになった。一本気なホウキは「エーテルの旅の道標」を探しているらしい。低地ドラヴァニアで、それらしきものを探そう。			知識を望んだ冒険者は、交換条件として、一本気なホウキの望みを叶えることになった。一本気なホウキは「エーテルの旅の道標」を探しているらしい。低地ドラヴァニアで、それらしきものを探そう。			一番目の願望							
壊れたエーテライトから、エーテライトの欠片を入手した。マトーヤの洞窟の「一本気なホウキ」に「エーテライトの欠片」を渡そう。			壊れたエーテライトから、エーテライトの欠片を入手した。マトーヤの洞窟の「一本気なホウキ」に「エーテライトの欠片」を渡そう。			一番目の願望							
一本気なホウキに、エーテライトの欠片を渡した。望みが叶って喜んだ一本気なホウキは、マトーヤのエーテル研究の成果について教えてくれた。しかし、マトーヤの望みについては知らないようだ……。			一本気なホウキに、エーテライトの欠片を渡した。望みが叶って喜んだ一本気なホウキは、マトーヤのエーテル研究の成果について教えてくれた。しかし、マトーヤの望みについては知らないようだ……。			一番目の願望							
低地ドラヴァニアで一本気なホウキの望むものを探す			低地ドラヴァニアで一本気なホウキの望むものを探す			一番目の願望							
マトーヤの洞窟の一本気なホウキにエーテライトの欠片を渡す			マトーヤの洞窟の一本気なホウキにエーテライトの欠片を渡す			一番目の願望							
本クエストは「探索型クエスト」です。進行中、ジャーナルや目的リストや地図に、ヒントが表示されない場合があります。			本クエストは「探索型クエスト」です。進行中、ジャーナルや目的リストや地図に、ヒントが表示されない場合があります。			一番目の願望							
ナニカ、ゴヨウデ、サッサカサ！ボクらの知識を望むなら、ボクらの望みも叶えてヨ！			ナニカ、ゴヨウデ、サッサカサ！ボクらの知識を望むなら、ボクらの望みも叶えてヨ！			一番目の願望							
ボク、エーテルに興味シンシン！エーテルは、世界をぐるぐるしてるでショウ？流れにのって旅してみたら、いったいどこまで行けるカナ？			ボク、エーテルに興味シンシン！エーテルは、世界をぐるぐるしてるでショウ？流れにのって旅してみたら、いったいどこまで行けるカナ？			一番目の願望							
だけど、ちょっぴり怖いよネ。行き着く先に塵がなければ、ホウキの存在理由もないし。			だけど、ちょっぴり怖いよネ。行き着く先に塵がなければ、ホウキの存在理由もないし。			一番目の願望							
どこへ行っても戻れるように、道標がほしいのサ。エーテルの旅の道標。キラキラ、ゴツゴツ、ピッカピカ。			どこへ行っても戻れるように、道標がほしいのサ。エーテルの旅の道標。キラキラ、ゴツゴツ、ピッカピカ。			一番目の願望							
